               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  10,            0.047627,            0.022746,           0.0070757,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060378,           0.0060378,           0.0060378
                  11,            0.046969,            0.022099,           0.0068595,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055775,           0.0055775,           0.0055775
                  12,            0.046258,            0.021398,           0.0066553,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051173,           0.0051173,           0.0051173
                  13,            0.045566,            0.020741,            0.006485,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004657,            0.004657,            0.004657
                  14,            0.044924,            0.020138,           0.0063178,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041968,           0.0041968,           0.0041968
                  15,            0.044365,            0.019468,            0.006177,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037365,           0.0037365,           0.0037365
                  16,            0.043768,            0.018773,            0.006024,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032763,           0.0032763,           0.0032763
                  17,            0.043119,            0.018021,           0.0058765,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002816,            0.002816,            0.002816
                  18,            0.042436,            0.017354,           0.0057243,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023558,           0.0023558,           0.0023558
                  19,            0.041756,            0.016553,           0.0055767,             0.75537,             0.78757,             0.76604,             0.60635,            0.041585,            0.022401,            0.015445,           0.0018955,           0.0018955,           0.0018955
                   0,            0.079594,            0.037002,            0.039087,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.070289,           0.0036603,           0.0036603
                   1,            0.066787,            0.031963,            0.026464,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.037473,            0.006991,            0.006991
                   2,            0.064048,            0.030622,              0.0193,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0094687,           0.0094687,           0.0094687
                   3,            0.061118,            0.029037,            0.014444,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0094687,           0.0094687,           0.0094687
                   4,            0.058359,            0.027615,            0.010609,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0089981,           0.0089981,           0.0089981
                   5,            0.056711,            0.026532,           0.0089135,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0085274,           0.0085274,           0.0085274
                   6,             0.05538,            0.025603,            0.007939,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080568,           0.0080568,           0.0080568
                   7,            0.054349,            0.024815,           0.0074129,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0075861,           0.0075861,           0.0075861
                   8,            0.053515,            0.024196,           0.0071561,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0071155,           0.0071155,           0.0071155
                   9,            0.052871,            0.023737,           0.0070481,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066448,           0.0066448,           0.0066448
                  10,            0.052238,            0.023227,           0.0066646,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061742,           0.0061742,           0.0061742
                  11,             0.05146,            0.022537,           0.0064085,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057035,           0.0057035,           0.0057035
                  12,            0.050709,            0.021878,           0.0062232,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052329,           0.0052329,           0.0052329
                  13,              0.0501,            0.021357,           0.0060805,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047622,           0.0047622,           0.0047622
                  14,            0.049424,            0.020741,           0.0059302,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042916,           0.0042916,           0.0042916
                  15,            0.048853,            0.020139,           0.0057957,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038209,           0.0038209,           0.0038209
                  16,            0.048225,            0.019513,            0.005664,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033503,           0.0033503,           0.0033503
                  17,            0.047505,            0.018804,           0.0055233,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028797,           0.0028797,           0.0028797
                  18,            0.046661,            0.017981,           0.0053608,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002409,            0.002409,            0.002409
                  19,            0.045923,            0.017213,           0.0052193,             0.75851,             0.78832,             0.77064,             0.61924,            0.045232,            0.022297,            0.014213,           0.0019384,           0.0019384,           0.0019384
