               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   5,            0.037806,            0.015539,           0.0070295,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063296,           0.0063296,           0.0063296
                   6,            0.036982,            0.014987,           0.0066801,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059745,           0.0059745,           0.0059745
                   7,            0.036263,            0.014495,           0.0064153,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056194,           0.0056194,           0.0056194
                   8,            0.035702,            0.014093,           0.0062659,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052643,           0.0052643,           0.0052643
                   9,            0.035141,            0.013692,           0.0060726,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049092,           0.0049092,           0.0049092
                  10,            0.034687,            0.013327,           0.0059298,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045541,           0.0045541,           0.0045541
                  11,            0.034231,            0.012975,           0.0058103,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004199,            0.004199,            0.004199
                  12,            0.033728,            0.012551,           0.0056393,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038439,           0.0038439,           0.0038439
                  13,            0.033279,            0.012198,           0.0055295,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034888,           0.0034888,           0.0034888
                  14,            0.032847,            0.011833,           0.0054206,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031337,           0.0031337,           0.0031337
                  15,            0.032412,            0.011459,           0.0053143,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027786,           0.0027786,           0.0027786
                  16,            0.031935,            0.011003,           0.0052019,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024235,           0.0024235,           0.0024235
                  17,            0.031434,            0.010556,           0.0050901,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020684,           0.0020684,           0.0020684
                  18,            0.030922,            0.010094,           0.0049806,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0017133,           0.0017133,           0.0017133
                  19,            0.030357,           0.0095726,           0.0048711,             0.77976,             0.76648,             0.76065,             0.59366,            0.034342,            0.013325,            0.013654,           0.0013582,           0.0013582,           0.0013582
                   0,            0.058515,            0.025926,            0.040188,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.071771,           0.0035507,           0.0035507
                   1,            0.045565,             0.02186,            0.015391,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.037424,           0.0067814,           0.0067814
                   2,            0.041868,            0.020485,           0.0094276,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090939,           0.0090939,           0.0090939
                   3,            0.039014,            0.019114,           0.0076125,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090939,           0.0090939,           0.0090939
                   4,            0.036898,            0.017878,           0.0064911,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0086409,           0.0086409,           0.0086409
                   5,            0.035881,            0.017211,           0.0060532,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081878,           0.0081878,           0.0081878
                   6,            0.035211,            0.016784,           0.0058637,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0077348,           0.0077348,           0.0077348
                   7,            0.034642,            0.016368,           0.0056788,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072818,           0.0072818,           0.0072818
                   8,            0.034114,            0.015978,           0.0054164,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068287,           0.0068287,           0.0068287
                   9,             0.03365,            0.015658,           0.0053896,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063757,           0.0063757,           0.0063757
                  10,            0.033261,            0.015341,           0.0052324,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059226,           0.0059226,           0.0059226
                  11,            0.032841,            0.015019,           0.0050663,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054696,           0.0054696,           0.0054696
                  12,            0.032408,            0.014692,           0.0049171,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050166,           0.0050166,           0.0050166
                  13,            0.032022,            0.014373,             0.00482,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045635,           0.0045635,           0.0045635
                  14,            0.031582,            0.014007,           0.0047406,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041105,           0.0041105,           0.0041105
                  15,            0.031193,            0.013697,           0.0046834,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036574,           0.0036574,           0.0036574
                  16,            0.030687,            0.013295,           0.0045038,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032044,           0.0032044,           0.0032044
                  17,            0.030118,            0.012767,            0.004372,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027514,           0.0027514,           0.0027514
                  18,            0.029523,            0.012221,            0.004244,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0022983,           0.0022983,           0.0022983
                  19,            0.028929,             0.01169,           0.0041225,             0.77482,             0.75667,             0.75063,             0.59242,            0.032052,            0.013763,            0.012634,           0.0018453,           0.0018453,           0.0018453
                   0,            0.072114,            0.025535,            0.043734,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.068126,           0.0036322,           0.0036322
                   1,            0.058911,            0.021977,            0.015816,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.035907,           0.0069373,           0.0069373
                   2,            0.054277,            0.020416,            0.011597,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0093034,           0.0093034,           0.0093034
                   3,            0.051928,            0.019348,            0.010106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0093034,           0.0093034,           0.0093034
                   4,            0.049229,            0.018115,           0.0090125,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0088401,           0.0088401,           0.0088401
                   5,            0.047799,            0.017368,           0.0083044,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0083768,           0.0083768,           0.0083768
                   6,            0.046822,            0.016834,           0.0080694,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0079135,           0.0079135,           0.0079135
                   7,            0.045998,            0.016352,           0.0077189,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074502,           0.0074502,           0.0074502
                   8,            0.045241,            0.015887,           0.0074307,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069869,           0.0069869,           0.0069869
                   9,            0.044677,            0.015545,           0.0073089,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065236,           0.0065236,           0.0065236
                  10,            0.044177,            0.015254,            0.007238,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060603,           0.0060603,           0.0060603
                  11,            0.043606,            0.014895,            0.007055,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005597,            0.005597,            0.005597
                  12,            0.043021,            0.014477,           0.0067879,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051337,           0.0051337,           0.0051337
