               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  18,            0.060266,            0.022136,           0.0092337,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019797,           0.0019797,           0.0019797
                  19,            0.059583,            0.021346,            0.009061,              0.7648,             0.81665,             0.80708,             0.62023,            0.063544,            0.028978,            0.014311,           0.0016509,           0.0016509,           0.0016509
                   0,            0.085533,            0.053839,            0.049754,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.069737,           0.0033626,           0.0033626
                   1,            0.071159,             0.04826,            0.036068,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.039152,           0.0064242,           0.0064242
                   2,            0.067354,            0.046082,            0.024503,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090991,           0.0090991,           0.0090991
                   3,            0.062828,            0.043339,            0.017111,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090991,           0.0090991,           0.0090991
                   4,            0.059243,            0.040684,            0.013397,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0086487,           0.0086487,           0.0086487
                   5,            0.057159,            0.038894,            0.011589,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081982,           0.0081982,           0.0081982
                   6,            0.055605,            0.037374,            0.010532,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0077478,           0.0077478,           0.0077478
                   7,            0.054307,            0.036009,           0.0098388,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072973,           0.0072973,           0.0072973
                   8,            0.053229,            0.034827,            0.009344,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068469,           0.0068469,           0.0068469
                   9,            0.052263,            0.033775,           0.0089581,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063964,           0.0063964,           0.0063964
                  10,            0.051407,            0.032679,           0.0086359,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005946,            0.005946,            0.005946
                  11,            0.050634,            0.031686,           0.0083624,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054956,           0.0054956,           0.0054956
                  12,            0.049847,            0.030698,           0.0081145,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050451,           0.0050451,           0.0050451
                  13,            0.049139,            0.029733,           0.0078879,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045947,           0.0045947,           0.0045947
                  14,            0.048464,            0.028707,            0.007692,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041442,           0.0041442,           0.0041442
                  15,            0.047785,            0.027762,           0.0075067,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036938,           0.0036938,           0.0036938
                  16,            0.047066,            0.026721,           0.0073137,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032433,           0.0032433,           0.0032433
                  17,            0.046431,             0.02572,           0.0071484,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027929,           0.0027929,           0.0027929
                  18,            0.045743,            0.024658,           0.0069688,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023424,           0.0023424,           0.0023424
                  19,            0.045057,            0.023589,           0.0068006,             0.76144,              0.8155,             0.80183,             0.62215,            0.048125,            0.035481,            0.012101,            0.001892,            0.001892,            0.001892
                   0,            0.081049,            0.049622,            0.049143,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.067043,           0.0034388,           0.0034388
                   1,            0.066963,            0.044154,            0.034273,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.036819,           0.0065699,           0.0065699
                   2,            0.063138,            0.042016,             0.02263,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090997,           0.0090997,           0.0090997
                   3,            0.058712,            0.039506,              0.0158,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090997,           0.0090997,           0.0090997
                   4,            0.055445,            0.037187,            0.012422,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0086496,           0.0086496,           0.0086496
                   5,            0.053428,            0.035572,            0.010811,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081994,           0.0081994,           0.0081994
                   6,            0.051911,             0.03416,           0.0098604,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0077493,           0.0077493,           0.0077493
                   7,            0.050647,            0.032995,           0.0092373,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072992,           0.0072992,           0.0072992
